STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,EROSION_LEVEL,Erosion risk level,WATER_TYPE,Water type,NUTRIENTS,Nutrients,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2018,,1391.62,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2017,,1541.35,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2016,,1534,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2015,,1414,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2013,,1535,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2012,,1357.2,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2011,,1574.7,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2010,,1546,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2021,,233.167,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2020,,221.591,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2019,,229.09,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2018,,213.57,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2014,,199,,2,Two,E,Estimated value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2014,,1724,,2,Two,E,Estimated value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2014,,1525,,2,Two,E,Estimated value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2021,,993.68,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2020,,848.032,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2019,,1004.377,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,EST,Estonia,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2018,,1605.19,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2015,,28122.412,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2014,,27075.117,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2013,,27828.123,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2016,,5509.583,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2015,,5763.962,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2014,,5298.777,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2013,,5621.434,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2012,,5608.2,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2011,,5908.103,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2010,,5982.968,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2012,,30008.301,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2011,,28316.023,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2010,,28338.848,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2020,,19034.28,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2019,,20544.34,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2018,,21154.75,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2017,,21317.71,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2016,,20933.48,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2015,,22358.45,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2014,,21776.34,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2013,,22206.69,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2012,,24400.1,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2011,,22407.92,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2010,,22355.88,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2020,,5885.074,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2019,,5727.74,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2018,,5767.717,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2017,,5692.344,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2020,,24919.354,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2019,,26272.08,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2018,,26922.467,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,FRA,France,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2017,,27010.055,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,DEU,Germany,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2013,,25326.844,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,DEU,Germany,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2010,,33036,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,DEU,Germany,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2019,,14644.39,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,DEU,Germany,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2016,,18402.18,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,DEU,Germany,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2013,,19411.13,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,DEU,Germany,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2010,,27195,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,DEU,Germany,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2019,,6072.131,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,DEU,Germany,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2016,,5962.904,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,DEU,Germany,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2013,,5915.714,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,DEU,Germany,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2010,,5841,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,DEU,Germany,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2017,,18362,,2,Two,E,Estimated value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,DEU,Germany,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2015,,19996,,2,Two,E,Estimated value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,DEU,Germany,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2014,,20813,,2,Two,E,Estimated value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,DEU,Germany,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2012,,22448,,2,Two,E,Estimated value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,DEU,Germany,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2019,,20716.521,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2017,,10133.883,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2015,,10012.69,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2014,,10009.43,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2017,,6233.249,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2016,,6231.94,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2015,,5609.62,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2014,,5608.21,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2013,,5613.12,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2012,,5614.8,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,GW,Ground water,_Z,Not applicable,M3,Cubic metres,2011,,5618.51,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2013,,10027.95,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2012,,10029.56,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,_T,Total,_Z,Not applicable,M3,Cubic metres,2011,,10028.05,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2021,,3863.596,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2020,,3898.695,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2019,,3886.865,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2018,,3897.594,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2017,,3900.634,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2016,,3903.674,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2015,,4403.07,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2014,,4401.22,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2013,,4414.83,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2012,,4414.76,,2,Two,A,Normal value,6,Millions,,
DATAFLOW,OECD.TAD.ARP:DSD_AGRI_ENV@DF_AGWATER(1.0),Water use,I,GRC,Greece,A,Annual,TOTFRESHW,Total freshwater abstraction,_Z,Not applicable,SW,Surface water,_Z,Not applicable,M3,Cubic metres,2011,,4409.54,,2,Two,A,Normal value,6,Millions,,
